city_name,latitude,longitude
"Ephese (Arsinoe, Aya Soluk, Hagios Theologos, Selcuk)",37.950001,27.379999
Pergamon (Bergama),39.119999,27.18
Eskisehir (Coryleum),39.77,30.52
"Constantine (Cirta, Kustantina, Kusantina)",36.349998,6.5999999
"Oran (Wahran, Portus Divinus)",35.75,-0.63
"Rabat (Ribat al Fath, Sale)",34.0,-6.4499998
Schwaz,47.330002,11.73
Angouleme,45.650002,0.15000001
Boulogne,50.720001,1.62
Issoudin,46.950001,2.0
lorient,47.75,-3.3699999
Moulins,46.57,3.3299999
Niort,46.299999,-0.44999999
Eger (Erlau),47.900002,20.370001
Newry,54.18,-6.3299999
Alcamo,37.98,12.97
Aquila (L'Aquila),42.349998,13.37
Avellino,40.82,14.78
Foggia,41.450001,15.57
Mistretta,37.93,14.37
Naro,37.299999,13.8
Partanna,37.720001,12.9
Partinico,38.049999,13.12
Pesaro,43.900002,12.9
Setubal,38.529999,-8.8999996
Andujar,38.049999,-4.0700002
Elche (Alsh),38.25,-0.68000001
Marchena,37.330002,-5.4000001
Woolwich,51.48,0.079999998
Aden (Adan),12.97,45.029999
Jeddah (Djudha),21.542999,39.173
Medina (Madinah),24.466999,39.599998
"Mecca (Makkah, Meccah)",21.417,39.817001
"Muscat (Masqat, Maskat)",23.610001,58.540001
Mokka (Mukka),13.19,43.150002
Sanaa (Sana'a),15.35,44.200001
Zabid,14.12,43.189999
Taizz (Ta'izz),13.34,44.02
"Nicosia (Lefkosha, Leukosia)",35.169998,33.369999
Hilla (Al-Hilla),32.48,44.23
Meknes (Miknas),33.895,-5.5500002
Kirshehir (Aquae Saravenae),39.150002,34.169998
Kalat Beni Hammad (Beni Hammad),35.813,4.8099999
Luxemburg (Luxembourg),49.599998,6.1500001
Valletta (La Vallette),35.900002,14.52
"Ioannina (Cassiope, Janina, Yanina, Yania, Yannina)",39.669998,20.83
"Iraklion (Candie, Candia, Heraklion, Heracleion, Kandiye)",35.330002,25.15
"Kerkira (Corfu, Corfou, Kerkyra)",39.599998,19.93
"Khios (Chios, Scio)",38.380001,26.120001
"Korinthos (Corinth, Corinthe, Goerdes)",37.93,22.93
"Larisa (Larissa, Ienitcher)",39.630001,22.42
"Patrai (Patras, Baliabadra)",38.25,21.73
"Serrai (Ceres, Seres, Serres, Siris, Siroz, Serrhes)",41.049999,23.549999
"Tripolis (Tripolitsa, Tripolitza)",37.52,22.35
"Zakynthos (Zacynthus, Zante)",37.869999,20.73
Gallipoli (Gelibolu),40.419998,26.68
"Qus (Kus, Apollonos minoris, Apollonis parva)",25.92,32.77
"Bahnesa (al-Bahnasa, Oxyrynchus)",29.549999,30.653
al-Mahalla al-Kubra (al-Mahallah al-Kubra),30.966999,31.167
"Rosetta (Rashid, Bolbitine)",31.4,30.4
"Medina al-Fayyum (Madinat al-Fayyum, al-Faiyum, Crocodilopolis)",29.299999,30.83
Mansura (al-Mansura),31.07,31.68
"Bilbeis (Bilbays, Bilbis, Bulbays, Phelbes)",30.42,31.57
"Damanhur (Hermeopolis parva, Hermeopolis mikra)",31.049999,30.469999
"Menuf (Manuf, Manuf al Ulya, Minuf, Onouphisanou, Onouphis)",30.459999,30.92
Asyut (Isiu),27.18,31.17
"Aswan (Uswan, Syene, Swenet)",24.08,32.900002
"Kina (Kuna, Kaine, Qena, Maximanopolis)",26.17,32.720001
"Qalyub (Qaliub, Kalyub)",30.200001,31.200001
Tanta (Taya),30.780001,31.0
